character,dialog,episode_num
Sokka,"Nah, she's pretty much a pain.  She's always got to be right about everything and she gets all bossy and involved and in your business ...",47
Toph,Yeah. I don't know how you could deal with it.,47
Sokka,"Actually, in a way, I rely on it. ",47
Toph,I don't understand.,47
Sokka,"When our mom died, that was the hardest time in my life. Our family was a mess, but Katara? She had so much strength. She stepped up and took on so much responsibility. She helped fill the void that was left by our mom.",47
Toph,I guess I never thought about that.,47
Sokka,"I'm gonna tell you something crazy. I never told anyone this before, but honestly? I'm not sure I can remember what my mother looked like. It really seems like my whole life, Katara's been the one looking out for me. She's always been the one that's there. And now, when I try to remember my mom, Katara's is the only face I can picture. ",47
Toph,"The truth is sometimes Katara does act motherly, but that's not always a bad thing. She's compassionate and kind, and she actually cares about me.  Don't ever tell her I said any of this!",47
Sokka,"Hey, my lips are sealed.",47
Katara,"Hi, Toph. Um, I wanna-",47
Toph," Katara, stop. You don't need to apologize. I was the one being stupid. These scams are out of control, and I'm done with them.",47
Katara,,47
Toph, What?  You  wanna pull a scam?,47
Katara,"Not just any scam. The  ultimate  scam.  Whaddaya say, Toph? Just me and you. One last go. You in?",47
Toph,,47
Katara,"The plan is simple: This wanted poster says you're worth a lot of money; Ten times more than you've made in all of your scams. So I'm gonna turn you in and collect the reward. Then you metalbend yourself out of jail, and we're on our way. ",47
Toph, How could you do this to me? You betrayed me!,47
Katara,,47
Town authority,You did the right thing by turning in the Runaway.,47
Katara,The right thing is its own reward.,47
Town authority,"Well, I'm happy to hear you say that.",47
Katara," But, I still want the actual reward.",47
Town authority,Of course. Right this way.,47
Toph,Hey! What kind of cell is this?,47
Female guard,A wooden one. ,47
Town authority,That's her! That's the girl you were looking for!,47
Aang,Do you think this scam of theirs should be taking this long?,47
Sokka,I was just wondering the same thing. We'd better check it out. ,47
Toph,Wait! It's a trap!,47
Katara," Really? No kidding! Is that why we're sitting in a wooden cage right now? Gee, how'd you figure out it was a trap?",47
Toph,"Not for us, Katara! We're the bait! He wants Aang! ",47
Katara,I can't believe I'm so stupid! See? This is exactly why I'm against these scams! I knew this would happen!,47
Toph,"But, this was  your  idea.",47
Katara,I know. I wanted to show that I'm not so motherly. I wanted to show you that I can have fun too.,47
Toph,"Katara, you are fun. If nothing else, you're at least fun to argue with.",47
Katara,I know your relationship with your parents is complicated. And I shouldn't have said what I said.,47
Toph,"It's okay. I was really mad when you said that because ... well because, maybe it's true.  I try not to think about it, but when I left, I probably really hurt them.",47
Sokka,Where do you think they might be?,47
Aang,Where do you think anyone is?  It's Sparky-Sparky-Boom Man!,47
Sokka,"You know, I'm starting to think that name doesn't quite fit.",47
Katara,What are we gonna do?,47
Toph,I don't know. I wish we had some earth or water. We need bendables.,47
Katara,What about your meteor bracelet? You can make a saw.,47
Toph,I left it back at camp.  I was worried they would take it.,47
Toph," Um, Katara? Are you okay?",47
Katara,Just fine.,47
Toph," Well, what are you doing?",47
Katara,I'm making my own water.,47
Toph," Katara! You're a genius! A sweaty, stinky genius!",47
Sokka,This guy is too good! He shoots fire from his brain!,47
Aang,We should split up. He can't chase us both.,47
Katara,"Aang, get up! ",47
Toph,Let's get out of here!,47
Sokka," Hey, I got it! The perfect name for that guy: ""Combustion Man!""",47
Toph,"Good job, Sokka. Now let's get outta here before Combustion Man catches us.",47
Sokka,See? It fits so well!,47
Sokka, Yeah. You're such a lazy little bird.,47
Toph,Katara? I need your help.,47
Katara," What is it, Toph?",47
Toph, I need you to write some things down for me. I wanna send a letter to my parents.,47
Katara, I'll be happy to help.,47
Sokka,"Hey, where'd Hawky go?",47
Avatar Roku, Previously on Avatar ...,48
Katara,You're looking at the only waterbender in the whole South Pole. This ship has haunted my tribe when Gran-Gran was a little girl. It was part of the Fire Nation's first attacks.,48
Yue,"The legend said the moon was the first waterbender. Our ancestor saw how it pushed and pulled the tides, and learned how to do it themselves.",48
Katara,I always noticed my waterbending is stronger at night.,48
Toph,What are you doing?,48
Katara,I'm making my own water!,48
Sokka, Ooh-aaah!,48
Aang," I think I like ""the man with a sword for a hand"" better.",48
Toph,Water Tribe slumber parties must stink.,48
Katara,"No, wait! I've got one! And this is a true Southern Water Tribe story.",48
Sokka," Is this one of those ""a friend of my cousin knew some guy that this happened to"" stories?",48
Katara,"No, it happened to Mom.",48
Katara,"One winter when Mom was a girl, a snowstorm buried the whole village for weeks. A month later, Mom noticed she hadn't seen her friend Nini since the storm. So Mom and some others went to check on Nini's family. When they got there, no one was home.  Mom turned and saw Nini standing by the fire. She was blue like she was frozen. Mom ran outside for help, but when everyone came back, Nini was gone.",48
Sokka, Where'd she go?,48
Katara,"No one knows. Nini's house stands empty to this day, but sometimes, people see smoke coming up from the chimney, like little Nini is still trying to get warm.",48
Toph, I hear people under the mountain. And they're screaming.,48
Sokka,Pfft! Nice try.,48
Toph," No, I'm serious. I hear something.",48
Katara,You're probably just jumpy from the ghost stories ...,48
Toph,It just ... stopped.,48
Aang," All right, now I'm getting scared.",48
Hama," Hello, children.",48
Hama,Sorry to frighten you. My name is Hama.  I have an inn nearby. Why don't you come back there for some spiced tea and warm beds?,48
Sokka," Yes, please.",48
Katara,Thanks for letting us stay here tonight. You have a lovely inn.,48
Hama, You know you should be careful. People have been disappearing in those woods you were camping in.,48
Sokka,"What do you mean ""disappearing""?",48
Hama, Who wants more tea?,48
Hama,"Don't worry, you'll all be completely safe here.  Why don't I show you to your rooms and you can get a good night's rest?",48
Sokka,"I know, Momo.  I don't know if I'm gonna be able to fall asleep!",48
Hama, Time to go shopping!,48
Katara,That Mr. Yao seems to have a thing for you. Maybe we should go back and see if he'll give us some free komodo sausages?,48
Hama, I think you and I are going to get along swimmingly!,48
Villager,You won't have any ash bananas till next week?,48
Shop owner,"Well, I have to send the boy to Hing Wa Island to get them, and it's a two-day trip.",48
Villager,"Oh, right. Tomorrow's the full moon.",48
Shop owner, Exactly. I can't lose  another  delivery boy in the woods.,48
Sokka,"People disappearing in the woods, weird stuff happening during full moons? This just reeks of Spirit World shenanigans.",48
Aang,"I bet if we take a little walk around town, we'll find out what these people did to the environment to make the spirits mad.",48
Sokka," And then you can sew up this little mystery lickety-split, Avatar style!",48
Aang, Helping people ... that's what I do.,48
Hama,Why don't you take all those things back to the inn? I just have to run a couple more errands. I'll be back in a little while.,48
Sokka, This is a mysterious little town you have here.,48
Hama, Mysterious town for mysterious children.,48
Sokka,"That Hama seems a little strange. Like she knows something, or she's hiding something.",48
Katara, She kinda reminds me of Gran-Gran.,48
Sokka,"But what did she mean by that comment, ""mysterious children""?",48
Katara,"Gee, I don't know. Maybe because she found four strange kids camping in the woods at night? Isn't that a little mysterious?",48
Sokka,I'm gonna take a look around. ,48
Katara, You can't just snoop around someone's house.,48
Sokka,It'll be fine.,48
Aang, She could be home any minute.,48
Katara," Sokka, you're gonna get us all in trouble and this is just plain rude!",48
Sokka, Come on ...,48
Aang,"Okay, that's pretty creepy.",48
Katara, Hama will be back soon.,48
Sokka,"Just an ordinary puppet-loving innkeeper, huh? Well then why does she have a locked door up here?",48
Katara, Probably to keep people like you from snooping through her stuff!,48
Sokka,"We'll see.  It's empty, except for a little chest.",48
Toph,Maybe it's treasure!,48
Katara," Sokka, what are you doing? You're breaking into a private room!",48
Sokka,I have to see what's in there.,48
Aang,We shouldn't be doing this.,48
Sokka,Maybe there's a key here somewhere ...,48
Toph,Ooh! Hand it over!,48
Sokka," Come on, come on!",48
Toph, This isn't as easy as it looks!,48
Aang," Guys, I don't know about this ...",48
Katara,This is crazy! I'm leaving!,48
Sokka,"Suit yourself! Do it, Toph!",48
Hama, I'll tell you what's in the box.,48
Sokka, An old comb?,48
Hama,It's my greatest treasure. It's the last thing I own from growing up in the Southern Water Tribe.,48
Katara, You're from the Southern Water Tribe?,48
Hama, Just like you.,48
Katara,How did you know?,48
Hama,I heard you talking around your campfire.,48
Sokka,But why didn't you tell us?,48
Hama,"I wanted to surprise you! I bought all this food today so I could fix you a big Water Tribe dinner. Of course, I can't get all the ingredients I need here, but ocean kumquats are a lot like sea prunes if you stew them long enough.",48
Aang, Great ...,48
Katara,I knew I felt a bond with you right away.,48
Sokka,"And I knew you were keeping a secret, so I guess we're both right.  But I'm sorry we were sneaking around.",48
Hama,"Apology accepted.  Now, let's get cooking!",48
Aang, I'd steer clear of the sea prunes.,48
Toph,I thought they were ocean kumquats.,48
Aang,Close enough.,48
Hama,Who wants five flavor soup?,48
Katara, I've never met another waterbender from our tribe!,48
Hama, That's because the Fire Nation wiped them all out. I was the last one ...,48
Sokka,So how did you end up out here?,48
Hama, I was stolen from my home.,48
Hama, It was over sixty years ago when the raids started.,48
Hama," They came again and again, each time rounding up more of our waterbenders and taking them captive.",48
Hama," We did our best to hold them off, but our numbers dwindled as the raids continued.",48
Hama," Finally, I too was captured.",48
Hama, I was led away in chains. The last waterbender of the Southern Water Tribe.,48
Hama,They put us in terrible prisons here in the Fire Nation. I was the only one who managed to escape.,48
Sokka,How did you get away? And why did you stay in the Fire Nation?,48
Hama,I'm sorry. It's too painful to talk about anymore.,48
Katara,We completely understand. We lost our mother in a raid.,48
Hama," Oh, you poor things.",48
Katara,I can't tell you what it means to meet you. It's an honor. You're a hero.,48
Hama,I never thought I'd meet another Southern waterbender. I'd like to teach you what I know so you can carry on the Southern tradition when I'm gone.,48
Katara,"Yes! Yes, of course! To learn about my heritage, it would mean everything to me.",48
Hama,"Growing up in the South Pole, waterbenders are totally at home surrounded by snow and ice and seas. But as you probably noticed on your travels, that isn't the case wherever you go.",48
Katara,"I know! When we were stranded in the desert, I felt like there was almost nothing I could do.",48
Hama, That's why you have to learn to control water wherever it exists.,48
Katara,I've even used my own sweat for waterbending.,48
Hama," That's very resourceful, Katara. You're thinking like a true master. But did you know you could even pull water out of thin air?",48
Hama,"You have got to keep an open mind, Katara.  There's water in places you never think about.",48
Aang,This has got to be the nicest natural setting in the Fire Nation. I don't see anything that would make a spirit mad around here.,48
Toph,Maybe the Moon Spirit just turned mean.,48
Sokka," The Moon Spirit is a gentle, loving lady. She rules the sky with compassion and ... lunar goodness!",48
Aang," Excuse me, sir. Can you tell us anything about the spirit that's been stealing people?",48
Villager,Only one man ever saw it and lived and that's Old Man Ding.,48
Toph,Where does Old Man Ding live?,48
Katara,"Wow, these flowers are beautiful.",48
Hama,"They're called fire lilies. They only bloom a few weeks a year, but they're one of my favorite things about living here. And like all plants and all living things, they're filled with water.",48
Katara,I met a waterbender who lived in a swamp and could control the vines by bending the water inside.,48
Hama,You can take it even further.,48
Katara,"That was incredible!  It's a shame about the lilies, though.",48
Hama,"They're just flowers. When you're a waterbender in a strange land, you do what you must to survive. Tonight I'll teach you the ultimate technique of waterbending. It can only be done during the full moon, when your bending is at its peak.",48
Katara, But isn't that dangerous? I thought people have been disappearing around here during the full moon.,48
Hama,"Oh, Katara. Two master waterbenders beneath a full moon?  I don't think we have anything to worry about.",48
Aang,Old Man Ding?,48
Ding,"Huh?  Well, I'm young at heart.",48
Ding,Not ready to get snapped up by some moon monster yet at least.,48
Sokka, We wanted to ask you about that.,48
Aang,Did you get a good look at the spirit that took you?,48
Ding,"Didn't see no spirit, just felt something come over me, like I was possessed. Forced me to start walking toward the mountain.  But then the sun started to rise and I got control of myself again! I just high-tailed it away from that mountain as quick as I could!",48
Sokka,Why would a spirit want to take people to a mountain?,48
Toph,Oh no!  I did hear people screaming under the mountain. The missing villagers must still be there!,48
Toph, I can hear them. They're this way!,48
Hama,Can you feel the power the full moon brings?,48
Hama,"For generations it has blessed waterbenders with its glow, allowing us to do incredible things!",48
Hama, I've never felt more alive.,48
Toph,This is the place.,48
Sokka,I can't see anything down there.,48
Toph, That's why you have me. Let's go!,48
Male prisoner #1,We're saved!,48
Aang,I didn't know spirits made prisons like this. Who brought you here?,48
Female prisoner,It was no spirit.,48
Male prisoner #2,It was a witch!,48
Sokka,A witch? What do you mean?,48
Female prisoner," She seems like a normal old woman, but she controls people like some dark puppetmaster!",48
Sokka, Hama!,48
Male prisoner #1,"Yes, the innkeeper!",48
Sokka,I knew there was something creepy about her!,48
Aang,We have to stop Hama!,48
Toph,I'll get these people out of here. You go!,48
Hama,"What I'm about to show you,  I discovered in that wretched Fire Nation prison.",48
Hama," Once I had mastered the rats, I was ready for the men.",48
Hama, anyone.,48
Katara, I don't know if I want that kind of power.,48
Hama," Katara, they tried to wipe us out, our entire culture, your mother!",48
Katara, I know.,48
Hama," We have to fight these people whenever we can, wherever they are, with any means necessary!",48
Katara, You're the one who's been making people disappear during the full moons!,48
Hama," They threw me in prison to rot, along with my brothers and sisters! They deserve the same! You must carry on my work!",48
Katara,,48
Hama," It's impossible to fight your way out of my grip! I control every muscle, every vein in your body!",48
Katara, Stop! Please ...,48
Katara," My bending is more powerful than yours, Hama. Your technique is useless on me!",48
Hama, Aahhh!,48
Sokka,"We know what you've been doing, Hama!",48
Aang,Give up!  You're outnumbered!,48
Hama,No!  You've outnumbered yourselves.,48
Sokka," It's like my brain has a mind of its own! Stop it arm, stop it!",48
Aang,This feels weird!,48
Katara," I'm sorry, Aang!",48
Aang,It's okay!,48
Hama," Don't hurt your friends, Katara! And don't let them hurt each other!",48
Katara, No!,48
Male prisoner #1,You're going to be locked away forever.,48
Hama,"My work is done.  Congratulations, Katara. You're a bloodbender.",48
Sokka, This is it! The official rendezvous point for the invasion force.,49
Toph,How did you pick this place?,49
Sokka,"Before we split up, my dad and I found this island on the map. It's uninhabited, and the harbors surrounded by the cliffs seemed like the perfect secluded place.",49
Katara,"Nice choice, Sokka. And we're here four days ahead of schedule.",49
Aang, Wait! Four days? The invasion's in  four  days?,49
Sokka, Whatever. That's like four days from now. Let's just calm down and-,49
Katara,"Sokka's got the right idea, Aang. We're here. We're ready. The best thing we can do now is get plenty of rest. ",49
Aang, I guess.,49
Aang," Your days of tyranny are over, Fire Lord! I'm bringing you down.",49
Ozai,Really?  How do you plan on doing that when you're not even wearing pants?,49
Aang,Oh no!,49
Aang,"It was just a dream, Momo. I still have my pants.  Well, I better keep training.",49
Servant #1,"Fresh fruit, Prince Zuko?",49
Servant #2,"May I wash your feet, sir?",49
Servant #1,Head massage?,49
Servant #2,Hot towel?,49
Servant #1,"Prince Zuko, is something wrong? You didn't take the palanquin.",49
Zuko,I'm just going to Mai's house. It's not far.,49
Servant #1,"It's not a prince's place to walk anywhere, sir.",49
Katara,Hey. How long have you been up?,49
Aang,A couple hours. I got a lot more skills to refine if I'm gonna fight Ozai.,49
Katara," You know, there is such a thing as over-training.",49
Aang,"You don't get it, do you? My form is bad, I'm sloppy, and I still don't know any firebending. Not even the basics.",49
Sokka,"That's okay, Aang. The eclipse will block off firebending anyway. You don't need to know it.  Plus, it's a stupid element.",49
Aang,"Okay, well I still have to work on everything else. I better spend the whole day training.",49
Aang," Good night, Katara. Good night, Sokka. Good night, Toph. Good night, Appa. Good night, Momo. Good night, Appa and Mo-",49
Toph,,49
Aang," And this time, I brought pants.",49
Ozai,"So it seems, but are you prepared for your ... mathematics test?",49
Aang,Math test? Oh no! I forgot all about the math test!,49
Aang,I've gotta be ready.,49
Katara,"Aang, it's the middle of the night. You need to go back to sleep.",49
Aang,But I forgot my pants and my math test.,49
Katara,"Aang, sleep. Please. For me.",49
Zuko,"Tell me, if you could have anything you want right now, what would it be?",49
Mai,"Hm ... A big fancy fruit tart, with rose petals on top.",49
Zuko,"You know, being a prince and all, I  might  just be able to make that happen.",49
Mai, That would be impressive.,49
Zuko," Do you think you could find a fresh fruit tart for the lady, with rose petals on top?",49
Servant,"Excellent choice, sir.",49
Mai,"I guess there's some nice perks that come with being royalty.  Though there's annoying stuff, too. Like that all-day war meeting coming up.",49
Zuko, War meeting? What are you talking about?,49
Mai,"Azula mentioned something. I-I assumed you were going, too.",49
Zuko,I guess I wasn't invited.,49
Ozai,"Wake up, Aang. Wake up, sleepy head!  You missed the invasion.",49
Aang,"Sokka, get up! I needa know what day it is!",49
Sokka,What? Who's talking?,49
Toph,Relax! It's still two days before the invasion!,49
Aang,"Sokka, you've gotta get up drill your rock-climbing exercises.",49
Sokka,What?,49
Aang,"In one of my dreams, you were running from Fire Nation soldiers, trying to climb this cliff,  but you were too slow and they got you!",49
Sokka,But that was just a dream. I'm a great climber!,49
Aang, Then climb that cliff! Climb it fast!,49
Sokka,Stupid Avatar! Stupid cliff! Stupid dream! I can climb fast!,49
Aang, Don't drink that!,49
Toph,Why? Is it poisoned?,49
Aang,"In my dream, we were right in the middle of the invasion, and you had to stop to use the bathroom!  And you need to start wearing your hair up. In my dream, your hair got caught in a train, and-.",49
Katara," Aang! I know you're just trying to help, but you  really  need to get a grip. You're unraveling.",49
Aang, You're right. I'm losing my mind.,49
Aang,"It's like every time I think about how stressed I am, I just end up more stressed. I'm like a big growing snowball of nerves.",49
Sokka," Of course you are. That's 'cause you gotta fight the Fire Lord, the baddest man on the planet. And you better win or we're all done for.",49
Katara, Sokka! You're not helping!,49
Sokka, What? It's true. That's the deal. He knows it.,49
Katara,"You know what, I've got just the thing! Get ready to be de-stressified!",49
Katara,These yoga stretches can really work wonders if you do them in extreme heat. Reach  up  .  Now close your eyes. How are you feeling?,49
Aang, I feel ... really warm.,49
Katara,"Good, good. Go on.",49
Aang,Like there's this warm feeling all around me. This heat.  Like I'm in the Fire Lord's palace and he's shooting a bunch of fireballs at me! And the whole world is being engulfed in flames!,49
Katara,Maybe your stress is the kind you need to  talk  out.,49
Sokka, Why don't you get right down to business and tell me what's been bothering you.,49
Aang,You  know  what's bothering me. I have to fight the Fire Lord in a few days.,49
Sokka," Tell me more about this ""Fire Lord"". Why are you so afraid of him?",49
Aang,You said it yourself! He's the baddest man on the planet! I'm supposed to defeat him and save the world!,49
Sokka," Life does feel that way sometimes, doesn't it? Like we're all trying to save the world from evil.",49
Aang,Okay! But what can I do to feel better?,49
Sokka, Want to try screaming into this pillow?,49
Azula,"Hello, Zuzu. If you've come for a royal hair-combing, I'm afraid you'll have to wait.",49
Zuko,"So I guess there's a big war meeting coming up, huh? And apparently I'm not welcome there.",49
Azula,What do you mean? Of course you're welcome there!,49
Zuko,"Oh, yeah?! I guess that's why no one bothered to tell me about it!",49
Azula,"Oh, Zuko. Don't be so dramatic. I'm certain Dad wants you there. You probably just weren't invited because it's so  obvious  you're supposed to be there.",49
Zuko,"Well, were you invited?",49
Azula,Of course! I'm the princess.,49
Zuko,And I'm the prince!,49
Azula,"Exactly, so stop acting like a paranoid child! Just go to the meeting.",49
Zuko,Forget it! I'm not going!,49
Toph,All right! What you need is a good old-fashioned back pounding to relieve your stress.,49
Aang, Pound away.,49
Aang, Ow! Toph ... I ... think ... this ... is ... bruising ... me!,49
Toph,Sorry. I forgot you had baby skin.  Acupuncture!,49
Mai,"Zuko, it's just a dumb meeting. Who cares?",49
Zuko,I don't.,49
Mai,"Well, good. You shouldn't. I mean, why would you even  want  to go? Just think about how things went the last meeting you went to.",49
Zuko, I know.,49
Mai,You know what will make you feel better?  Ordering some servants around. I might be hungry for a whole  tray  of fruit tarts. And maybe a little palanquin ride around town. Double time.,49
Aang,"Thanks for everything, guys.",49
Katara,"So, do you feel less stressed? Ready for a good night's sleep?",49
Aang, Maybe.,49
Sokka,Then our work here is done.,49
Katara,"What happened, Aang?",49
Aang, It's the nightmares. They just get worse and worse.,49
Sokka,Looks like it's time for another ...  therapy session.,49
Aang, No. That won't help. Nothing helps. There's only one thing I can do! I'm going to stay awake straight through to the invasion!,49
Aang,Invasion. All aboard for the invasion.,49
Katara, You don't look so good. You sure you can't just lie down for a little nap?,49
Aang,"I told you, I can't go back to sleep.",49
Katara,"Aang, staying up all night can't be good for you.",49
Aang," Actually, staying up all night has given me some time to think. And I've realized some big things, Katara.",49
Katara,What big things?,49
Aang,"I see everything so clearly now. What really matters. Why I'm really doing this.  I'm doing it for you, Katara.",49
Katara,"Aang, what are you saying?",49
Aang,"I'm saying, I love you! ",49
Katara, What are we doing?,49
Aang,"What our hearts have been telling us to do for a long, long time. Baby, ",49
Katara,Aang!  I was just saying you should take a nap.,49
Aang," Oh, I guess I kinda drifted off into a daydream.",49
Katara,What was your dream about?,49
Aang," Uh, living underwater?",49
Katara, Sounds neat!,49
Servant,"Prince Zuko,  everyone's waiting for you.",49
Zuko,What?,49
Servant,"The high admirals, the high generals, the war ministers, and the princess have all arrived. You're the only person missing.",49
Zuko,"So, my dad  wants  me at the meeting?",49
Servant,"The Fire Lord said he would not start until you arrived, sir.",49
Aang,"Put 'em up, Fire Lord!",49
Sokka,Hey! I'm tryin' build Appa some armor here so he doesn't have to go into the invasion naked. He's  your  bison.,49
Aang, Ozai's defense is impeccable. I'll have to try a different approach.,49
Aang,"You think you're untouchable, don't you, Mr. Fire Lord?",49
Momo," Boy, you are really starting to lose it, kid.",49
Aang,"Momo, did you hear something? ",49
Momo,,49
Aang,"That's more like it. I'm so tired that for a second there, I imagined you were talking to me. ",49
Katara,Aang? We're all starting to get a little worried about you.,49
Sokka,You've been awake too long.,49
Toph,And you're acting downright weird.,49
Appa,You've got to take care of yourself. You can't go on like this.,49
Aang," Look, I appreciate what you guys are saying, but the stress and the nightmares. They were just too much. Staying awake is the best way for me to deal with it.",49
Momo, Yeah! Leave the kid alone!,49
Appa,,49
Aang,"You guys, come on.",49
Appa,No! I am sick of this guy always mouthing me and telling me what to do!,49
Momo,"Oh, you don't like it? Well, let's go right now!",49
Aang,"Sokka, what do we do?",49
Sokka, About what?,49
Aang, About that!,49
Koala sheep, Momo! Momo! Momo!,49
Aang,"Come on, guys. We're all on the same side.",49
Pathik," Chakras, chakras, everybody loves chakras. Chakras, chakras, chakras sandwich tastes good. Yum!",49
Koala sheep, Yay! Yay! Yay! Yay! Yay!,49
Aang,I just need to jump in a cold waterfall!,49
Mai,"So, how did it go? ",49
Zuko,"When I got to the meeting, everyone welcomed me. My father had saved me a seat. He wanted me next to him. I was  literally  at his right hand.",49
Mai,"Zuko, that's wonderful! You must be happy.",49
Zuko,"During the meeting, I was the perfect prince. The son my father wanted.  But I wasn't me.",49
Aang,"Oh, look. Another hallucination. An imaginary bed made out of clouds.",49
Toph,Hey! It's real! We spent  hours  working on it.,49
Sokka,We made it for you. A good night's sleep will probably take the crazy away. We hope.,49
Aang,"Look! You guys keep telling me that I need to sleep, but I can't! The invasion's tomorrow!",49
Katara, Aang ...,49
Aang,"No, Katara! There's still  so  much I haven't learned. I don't need sleep. What I  need  is practice. Quick, hit me! ",49
Katara,I'm  not  going to hit you.,49
Toph,You want me to do it? ,49
Katara," I've seen your progress. You're smart, brave, and strong enough.",49
Aang,You really think so? ,49
Sokka,We all do. You can do this. You're ready.,49
Toph,"You're the man, Twinkle Toes!",49
Aang,"Thanks, guys.  Your days of tyranny are over, Fire Lord!",49
Ozai,Really? You're gonna take me out? You're not even wearing pants!,49
Aang," No, Fire Lord Ozai.  You're  not wearing any pants.",49
Ozai,No! My royal parts are showing.,49
Aang," Top of the morning, Momo!",50
Katara, Sounds like you slept well.,50
Aang, I'm ready to face the Fire Lord.,50
Toph,"So, what's your strategy for taking him down?  hit him with a little Avatar State action?",50
Aang,,50
Toph,You know what I just heard? ,50
Katara," Sokka, do you think the fog will delay the invasion?",50
Sokka, That  is  the invasion!,50
Katara,"You made it, Dad! ",50
Sokka, Were you able to locate everyone I told you to find?,50
Hakoda,I did. ,50
Due," What you reckon that is, Tho? Some sort of Fire Nation exploding trap what eat ya?",50
Tho," It's just a rock, Due.",50
Due,,50
Hakoda,"Is it just me, or are those fellas a little loose in the leaf-hat?",50
Bato, I just wish they would wear pants.,50
Huu," Pants are an illusion, and so is death.",50
Haru,,50
Katara, It's so good to see you!,50
Aang," Toph, this is Haru. When we met him, his town was controlled by the Fire Nation. So he had to hide his earthbending.",50
Haru,,50
Tyro, Now we're here to help you.,50
Toph,No way! Is that-,50
Big Bad Hippo,Hippo happy to see Blind Bandit!,50
Toph, You guys here for a rematch?,50
The Boulder,"Negatory. The Boulder and The Hippo no longer fight for others' entertainment. Now, we fight for our kingdom!",50
Toph, Sweet.,50
Sokka,Was that a new invention?,50
Mechanist," Yes, but unfortunately the incendiary capabilities of peanut sauce prove to be a failure.",50
Sokka, You're making peanut sauce bombs?,50
Pipsqueak,They're destructive.,50
The Duke,And delicious. ,50
Sokka,Where you able to complete work on the plans I send you?,50
Mechanist,"Yes, I was, and I think the Fire Nation will be quite surprised.",50
Teo,"Aang, my dad and I made this for you.",50
Aang,A new glider! This is amazing!,50
Mechanist,"And as a special feature, I added the snack compartment. ",50
Aang,"Oh ... well, I'm sure that will come in handy.",50
Warden Poon,I bet you're tired of being in this cell old man. Well too bad.  You're never stepping outside these walls again.,50
Ming, Breakfast.,50
Warden Poon,,50
Ming, I snuck in some white jade tea. I know you like rare teas.,50
Iroh," Thank you, Ming. Ever since I was put in here, you have been very kind to me.",50
Hakoda,"Don't worry, you'll do great.",50
Sokka,"Good morning everyone. Ahh!  who's a Kyoshi warrior. She dressed me like a woman and then she kissed me, and then Aang's friend was a crazy old king and ...",50
Katara,,50
Sokka,... And then Katara got Haru arrested and then now he's grown a mustache which if you look at him in the front row you can see it ...,50
Hakoda," The Great Gates of Azulon. Next, we hit the land, and we hit hard. We must fight past their battlements and secure the plaza tower. Once we do that, it's up to the Royal Palace. At that point, the eclipse will begin.",50
The Boulder,"Excuse me. The Boulder is confused. Isn't the point to invade  during  the eclipse, when the firebenders are powerless?",50
Hakoda,"The eclipse only lasts eight minutes, not enough time for the whole invasion. And the Royal Palace is heavily guarded by firebenders. So that's where we'll need the eclipse's advantage the  most  . When this is finished, the Avatar will have defeated the Fire Lord. We will have control of the Fire Nation capital, and this war will be over!",50
Aang,We've been looking everywhere for you. The boats are ready to leave.,50
Sokka,"I messed up, Aang.",50
Aang,What?,50
Sokka,The invasion plan was my moment of truth and I completely flubbed it. I just fell apart.,50
Aang," Sokka, that speech wasn't your moment of truth. That was just public speaking, and nobody's really good at that.",50
Sokka,"My dad is! He explained the plan perfectly and inspired everyone, like a real leader should.",50
Aang,"Look, your moment of truth isn't gonna be in front of some map; it's gonna be out there on the battlefield.",50
Sokka,"You seem so confident about everything, how do you know we're gonna win?",50
Aang,Because I already failed the world once at Ba Sing Se. I won't let myself fail again.,50
Hakoda,"There they are, the Great Gates of Azulon.",50
Katara,I don't see any gates.,50
Hakoda,"Katara, you and the swamp benders whip up a fog cover.",50
Tho,We'll sneak by them statues just like we sneak by that Fire Navy blockade!,50
Hakoda,"Keep it up, we're almost through!",50
Hakoda,Everyone below deck!  Let's hope your invention works.,50
Male Fire Nation soldier,"No one's on board, sir.",50
Female Fire Nation soldier,Where'd they go?,50
Hakoda," You've really outdone yourself this time, son.",50
Toph,,50
The Duke, Helmet?,50
Sokka,"Well, I just came up with the idea. The mechanist did all the work.",50
Mechanist,"Now don't sell yourself short, my boy.  The subs have a limited air supply. Before we land on the beaches, we'll need to resurface.",50
Ming,"Lunchtime, General Iroh.  And this time, I brought you an extra bowl of rice.",50
Iroh,"Thank you, Ming. Your little gestures of kindness have made my days in prison bearable.  I think you should take the rest of the day off.",50
Ming, What?,50
Iroh,You don't look well. Maybe you should go home and rest.,50
Ming,"No, I feel fine.",50
Iroh, Trust me. It is better that you are not here this afternoon.,50
Aang," So, this is it huh?",50
Sokka,Are you ready for the Fire Nation to know the Avatar is alive?,50
Aang,I'm ready. ,50
Toph,"I hope you kick some serious Fire Lord butt, Twinkle Toes.",50
Hakoda,Everyone listen up. ,50
Aang," Katara, I ...",50
Katara," Aang, I ...",50
Aang,You go first.,50
Katara,"We've been through so many things together, and I've seen you grow up so much. You're not that little goofy kid I found in the iceberg anymore.  I guess what I'm trying to say is, I'm really proud of you.",50
Aang,"Everything's gonna be different after today, isn't it.",50
Katara,"Yes, it is.",50
Aang,What if ... what if I don't come back?,50
Katara,"Aang, don't say that, of course you'll- ",50
