character,dialog,episode,season
Door guard, Wait! Don't tell the warden. I'm just a little confused.,15.0,3.0
Sokka,"Hey, I'm confused too, but the warden's in a bad mood, and ... irrational, so if you ask me, it's best not to question it, and just do what he says. ",15.0,3.0
Door guard,Yeah ... you're right. We're letting them out!,15.0,3.0
Sokka,This is it! We have to start a riot.,15.0,3.0
Suki,Okay. But how do we do that?,15.0,3.0
Hakoda, I'll show you. ,15.0,3.0
Tough prisoner,Hey! What'd you do that for? That hurt my feelings.,15.0,3.0
Hakoda,Aren't you mad at me?,15.0,3.0
Tough prisoner,"Uh, well, normally I would be, but I've been learning to control my anger.",15.0,3.0
Sokka,This isn't working.,15.0,3.0
Chit Sang,"Hey you! You're lucky I didn't rat you out,  but my generosity comes with a price. I know you're planning another escape attempt, and I want in.",15.0,3.0
Sokka," Actually, we're trying to escape right now, but we need a riot.  You wouldn't happen to know how to start one, would you?",15.0,3.0
Chit Sang,A prison riot? Please.  Hey!  Riot!,15.0,3.0
Hakoda, Impressive.,15.0,3.0
Tough prisoner,Forget about controlling my anger ...  let's riot! ,15.0,3.0
Warden,Who let these prisoners into the yard?  This is supposed to be a lockdown!,15.0,3.0
Male guard #2,"Ma'am, there's a riot going on! I'm here to protect you!",15.0,3.0
Mai,I don't need any protection.,15.0,3.0
Zuko," Believe me, she doesn't.",15.0,3.0
Male guard #2,"I'm sorry, but I'm under direct orders from your uncle to make sure nothing happens. ",15.0,3.0
Mai,Get off of me! ,15.0,3.0
Sokka,"Zuko! Good, we're all here. Now all we need to do is grab the warden, and get to the gondolas!",15.0,3.0
Zuko,And how do we do that?,15.0,3.0
Sokka,I'm not sure.,15.0,3.0
Zuko, I thought you thought this through!,15.0,3.0
Sokka,I thought you told me it's okay not to think everything through!,15.0,3.0
Zuko,"Maybe not everything, but this is kind of important! ",15.0,3.0
Chit Sang,"Hey, uh, fellas. I think your girlfriend's taking care of it.",15.0,3.0
Warden,You wouldn't dare.,15.0,3.0
Suki," Sorry, warden. You're  my  prisoner now.  We've got the warden! Now let's get out of here!",15.0,3.0
Hakoda,That's some girl.,15.0,3.0
Sokka, Tell me about it.,15.0,3.0
Suki,We're almost there!,15.0,3.0
Zuko,Back off! We've got the warden!  Let's go!,15.0,3.0
Suki,Everyone in!,15.0,3.0
Sokka,What are you doing?,15.0,3.0
Zuko,I'm making it so they can't stop us.,15.0,3.0
Sokka,Way to think ahead.,15.0,3.0
Suki,We're on our way!,15.0,3.0
Hakoda,Wait! Who's that?,15.0,3.0
Zuko,That's a problem. It's my sister and her friend.,15.0,3.0
Suki, This is a rematch I've been waiting for.,15.0,3.0
Zuko,Me too.,15.0,3.0
Gondola guard,There's the warden! I see him!,15.0,3.0
Warden, Cut the line! ,15.0,3.0
Gondola guard,He wants us to cut the line.,15.0,3.0
Gondola guard #2,"But if we cut the line, there's no way he'll survive!",15.0,3.0
Gondola guard, He knows that.,15.0,3.0
Ty Lee,They're about to cut the line!,15.0,3.0
Azula," Then it's time to leave.  Goodbye, Zuko. ",15.0,3.0
Zuko,They're cutting the line! The gondola's about to go!,15.0,3.0
Hakoda,I hope this thing floats.,15.0,3.0
Gondola guard #3,What are you doing?,15.0,3.0
Mai,Saving the jerk who dumped me.,15.0,3.0
Sokka,Who's that?,15.0,3.0
Zuko, It's Mai!,15.0,3.0
Azula, What is she doing?,15.0,3.0
Hakoda,"Sorry, warden. Your record is officially  broken  . ",15.0,3.0
Suki,"Well, we made it out. Now what?",15.0,3.0
Sokka,"Zuko, what are you doing?",15.0,3.0
Zuko,My sister was on that island.,15.0,3.0
Sokka,"Yeah, and she's probably right behind us, so let's not stop!",15.0,3.0
Zuko,What I mean is she must have come here somehow.  There!  That's our way out of here!,15.0,3.0
Azula,"Leave us alone.  I never expected this from you.  The thing I don't understand is ""Why?"". Why would you do it? You know the consequences.",15.0,3.0
Mai,I guess you just don't know people as well as you think you do. You miscalculated. I love Zuko more than I fear you.,15.0,3.0
Azula," No,  you  miscalculated! You should have feared me more!",15.0,3.0
Ty Lee, Come on! Let's get out of here!,15.0,3.0
Azula, You're both fools!,15.0,3.0
Gondola guard #4,"What shall we do with them, princess?",15.0,3.0
Azula,"Put them somewhere I'll never have to see their faces again, and let them rot!",15.0,3.0
Katara,What are you doing in this thing? What happened to the war balloon?,15.0,3.0
Zuko,It kind of got destroyed.,15.0,3.0
Aang,Sounds like a crazy fishing trip.,15.0,3.0
Toph,Did you at least get some good meat?,15.0,3.0
Sokka,I did. The best meat of all. The meat of friendship and fatherhood.,15.0,3.0
Chit Sang," I'm new. What's up, everybody?",15.0,3.0
Katara, Dad? ,15.0,3.0
Hakoda,"Hi, Katara. ",15.0,3.0
Katara,How are you here? What is going on? Where did you go?,15.0,3.0
Sokka,We kind of went to a Fire Nation prison.,15.0,3.0
Toph,Seriously? You guys didn't find  any  meat?,15.0,3.0
Zuko, Watch out!,16.0,3.0
Katara, What are you doing?,16.0,3.0
Zuko, Keeping rocks from crushing you.,16.0,3.0
Katara,"Okay, I'm not crushed. You can get off me now!",16.0,3.0
Zuko,I'll take that as a thank you. ,16.0,3.0
Toph, Come on! We can get out through here!,16.0,3.0
Aang, What are you doing?,16.0,3.0
Zuko,Go ahead! I'll hold them off. I think this is a family visit. ,16.0,3.0
Aang, Zuko! No!,16.0,3.0
Sokka,Come on! We've gotta get out of here!,16.0,3.0
Zuko,What are you doing here?,16.0,3.0
Azula, You mean it's not obvious yet? I am about to celebrate becoming an only child!,16.0,3.0
Aang,I can't get him to go in there! Appa hates tunnels!,16.0,3.0
Katara,"Aang, there's no way we can fly out of here.",16.0,3.0
Aang,We'll have to find a way!,16.0,3.0
Sokka,We need to split up.  Take the tunnel and get to the stolen airship.,16.0,3.0
Katara, No!  The Fire Nation can't separate our family again!,16.0,3.0
Hakoda,It'll be okay. It's not forever.,16.0,3.0
Toph,I can clear that away and we can fly out through there!,16.0,3.0
Suki,"Um, there's an awful lot of fire in that general direction ...",16.0,3.0
Aang,We'll get through. Let's go.,16.0,3.0
Zuko,She's ... not gonna make it ...  Of course she did.,16.0,3.0
Aang,"Wow, camping ... it really seems like old times again, doesn't it?",16.0,3.0
Zuko," If you really want it to feel like old times, I could, uh ... chase you around a while and try to capture you. ",16.0,3.0
Katara," Ha, ha.",16.0,3.0
Sokka," To Zuko! Who knew after all those times he tried to snuff us out, today he'd be our hero?",16.0,3.0
Team Avatar, Hear! Hear! ,16.0,3.0
Zuko, I'm touched.  I don't deserve this.,16.0,3.0
Katara," Yeah, no kidding. ",16.0,3.0
Sokka,What's with her?,16.0,3.0
Zuko,I wish I knew. ,16.0,3.0
Sokka, What's with him?,16.0,3.0
Zuko,This isn't fair! Everyone else seems to trust me now! What is it with you?,16.0,3.0
Katara," Oh, everyone trusts you now! I was the first person to trust you!  Remember, back in Ba Sing Se.  And you turned around and betrayed me, betrayed all of us!",16.0,3.0
Zuko, What can I do to make it up to you?,16.0,3.0
Katara," You really want to know? Hmm, maybe you could reconquer Ba Sing Se in the name of the Earth King.  Or, I know! You could bring my mother back!",16.0,3.0
Suki," Oops, wrong tent!",16.0,3.0
Zuko,"Sorry, do you need to talk to Sokka, too?",16.0,3.0
Suki,"Nope, not me! ",16.0,3.0
Sokka," Well, hello ...  Uh, Zuko! Yes, why would I be expecting anyone different?  So what's on your mind?",16.0,3.0
Zuko,"Your sister. She hates me! And I don't know why, but I do care what she thinks of me.",16.0,3.0
Sokka,"Nah, she doesn't hate you. Katara doesn't  hate  anyone. Except maybe some people in the Fire Nation.  No, I mean, uh, not people who are good, but used to be bad. I mean, bad people. Fire Nation people who are still bad, who've never been good and probably won't be, ever!",16.0,3.0
Zuko," Stop. Okay, listen. I know this may seem out of nowhere, but I want you to tell me what happened to your mother.",16.0,3.0
Sokka, What? Why would you want to know that?,16.0,3.0
Zuko,"Katara mentioned it before when we were imprisoned together in Ba Sing Se, and again just now when she was yelling at me. I think somehow she's connected her anger at that to her anger at me.",16.0,3.0
Sokka, It's not a day I like to remember.,16.0,3.0
Young Katara,I'm going to find Mom! ,16.0,3.0
Sokka," Many of the warriors had seen the black snow before and they knew what it meant: a Fire Nation raid.  We were badly outnumbered, but somehow, we managed to drive them off. As quickly as they came, they just left.",16.0,3.0
Sokka,"I was so relieved when it was over, but that's because I didn't know yet what had happened. I didn't know we had lost our mother.",16.0,3.0
Zuko,Wait. Can you remember any details about the soldiers who raided your village? Like what the lead ship looked like?,16.0,3.0
Sokka,Yeah ... sea ravens.  The main ship had flags with sea ravens on them.,16.0,3.0
Zuko,"The symbol of the Southern Raiders. Thanks, Sokka.",16.0,3.0
Sokka, No problem. Thanks for stopping by!  I'd thought he'd never leave.  Suki!,16.0,3.0
Katara, You look terrible.,16.0,3.0
Zuko,I waited out here all night.,16.0,3.0
Katara, What do you want?,16.0,3.0
Zuko,"I know who killed your mother,  and I'm going to help you find him.",16.0,3.0
Katara,I need to borrow Appa.,16.0,3.0
Aang, Why? Is it your turn to take a little field trip with Zuko?,16.0,3.0
Katara,"Yes, it is.",16.0,3.0
Aang, Oh. What's going on?,16.0,3.0
Katara,We're going to find the man who took my mother from me.,16.0,3.0
Zuko,Sokka told me the story of what happened. I know who did it and I know how to find him.,16.0,3.0
Aang,Um ... and what exactly do you think this will accomplish?,16.0,3.0
Katara," Ugh, I knew you wouldn't understand. ",16.0,3.0
Aang,Wait! Stop! I do understand. You're feeling unbelievable pain and rage. How do think I felt about the sandbenders when they stole Appa? How do you think I felt about the Fire Nation when I found out what happened to my people?,16.0,3.0
Zuko,"She needs this, Aang. This is about getting closure and justice.",16.0,3.0
Aang,I don't think so. I think it's about getting revenge.,16.0,3.0
Katara," Fine, maybe it is! Maybe that's what I need! Maybe that's what he deserves!",16.0,3.0
Aang,"Katara, you sound like Jet.",16.0,3.0
Katara,"It's not the same! Jet attacked the innocent. This man, he's a monster.",16.0,3.0
Sokka,"Katara, she was my mother, too, but I think Aang might be right.",16.0,3.0
Katara,Then you didn't love her the way I did!,16.0,3.0
Sokka, Katara!,16.0,3.0
Aang,"The monks used to say that revenge is like a two-headed rat viper. While you watch your enemy go down, you're being poisoned yourself.",16.0,3.0
Zuko,"That's cute, but this isn't air temple preschool. It's the real world.",16.0,3.0
Katara,"Now that I know he's out there ... now that I know we can find him, I feel like I have no choice.",16.0,3.0
Aang,"Katara, you do have a choice: forgiveness.",16.0,3.0
Zuko,That's the same as doing nothing!,16.0,3.0
Aang,"No, it's not. It's easy to do nothing, but it's hard to forgive.",16.0,3.0
Katara,"It's not just hard, it's impossible. ",16.0,3.0
Aang,So you were just gonna take Appa anyway?,16.0,3.0
Katara,Yes.,16.0,3.0
Aang,"It's okay, because I forgive you.  That give you any ideas?",16.0,3.0
Katara,Don't try to stop us.,16.0,3.0
Aang,"I wasn't planning to. This is a journey you need to take. You need to face this man.  But when you do, please don't choose revenge. Let your anger out, and then let it go. Forgive him.",16.0,3.0
Zuko," Okay, we'll be sure to do that, guru goody-goody. ",16.0,3.0
Katara,"Thanks for understanding, Aang. Yip-yip. ",16.0,3.0
Sokka,"You know, you're pretty wise for a kid.",16.0,3.0
Aang,"Thanks, Sokka.",16.0,3.0
Sokka," Usually it's annoying, but right now, I'm impressed.",16.0,3.0
Aang,I appreciate that.,16.0,3.0
Sokka,"So, can I borrow Momo for a week?",16.0,3.0
Aang, Why do you need Momo?,16.0,3.0
Zuko,We need to find the Fire Navy communication tower. All the navy's movements are coordinated by messenger hawk. And every tower has to be up to date on where everyone is deployed.,16.0,3.0
Katara," So once we find the communication tower, we bust in and take the information we need.",16.0,3.0
Zuko," Not exactly. We need to be stealthy and make sure no one spots us,  otherwise they'll warn the Southern Raiders long before we reach them.",16.0,3.0
Zuko,"Okay, Southern Raiders.  Bam.  On patrol near Whaletail Island.",16.0,3.0
Katara," Whaletail Island, here we come.",16.0,3.0
Zuko,You should get some rest. We'll be there in a few hours. You'll need all your strength.,16.0,3.0
Katara,"Oh, don't you worry about my strength. I have plenty. I'm not the helpless little girl I was when they came.",16.0,3.0
Young Katara,I'm going to find Mom.,16.0,3.0
Young Katara,Mom!,16.0,3.0
Kya,Just let her go and I'll give you the information you want.,16.0,3.0
Yon Rha,You heard your mother. Get out of here!,16.0,3.0
Young Katara,"Mom, I'm scared.",16.0,3.0
Kya,"Go find your dad, sweetie. I'll handle this.",16.0,3.0
Katara, I ran as fast as I could.,16.0,3.0
Young Katara," Dad, Dad! Please, I think Mom's in trouble! There's a man in our house!",16.0,3.0
Hakoda,Kya!,16.0,3.0
Katara,"But we were too late. When we got there, the man was gone.  And so was she.",16.0,3.0
Zuko,Your mother was a brave woman.,16.0,3.0
Katara, I know.,16.0,3.0
Zuko,There!  See those sea raven flags?  It's the Southern Raiders.,16.0,3.0
Katara, Let's do this.,16.0,3.0
Soldier,"So there I was, and I was like, 'You know ...'",16.0,3.0
Zuko,"This is it, Katara. Are you ready to face him?",16.0,3.0
Southern Raiders commander,Who are you?,16.0,3.0
Zuko,"You don't remember her? You will soon, trust me.",16.0,3.0
Southern Raiders commander,What's ...  happening to me?,16.0,3.0
Zuko,Think back. Think back to your last raid on the Southern Water Tribe.,16.0,3.0
Southern Raiders commander," I don't know what you're talking about. Please, I don't know!",16.0,3.0
Zuko, Don't lie! You look her in the eye and you tell me you don't remember what you did.,16.0,3.0
Katara,It's not him.  He's not the man.,16.0,3.0
Zuko,What? What do you mean he's not? He's the leader of the Southern Raiders! He has to be the guy!,16.0,3.0
Zuko,"If you're not the man we're looking for, who is?",16.0,3.0
Southern Raiders commander,You must be looking for Yon Rha. He retired four years ago.,16.0,3.0
Yon Rha's mother,"Yon Rha! You lazy piece of work, I need something.",16.0,3.0
Yon Rha," Yes, Mother. What is it?",16.0,3.0
Yon Rha's mother,The tomato-carrots from your garden are too hard for my gums. I need something soft and juicy!,16.0,3.0
Yon Rha,Would you like something else from the garden? I would be happy to ...,16.0,3.0
Yon Rha's mother, Forget your stupid garden!  Get your grimy hind to the market and buy me some real food!,16.0,3.0
Yon Rha, Hello?  Did you see someone?,16.0,3.0
Yon Rha,Hello?  Is someone there?,16.0,3.0
Katara,That was him. That was the monster.,16.0,3.0
Yon Rha,Nobody sneaks up on me without getting burned! ,16.0,3.0
Zuko,We weren't behind the bush.  And I wouldn't try firebending again!,16.0,3.0
Yon Rha," Whoever you are, take my money. Take whatever you want. I'll cooperate.",16.0,3.0
Katara,Do you know who I am?,16.0,3.0
Yon Rha,No. I'm not sure.,16.0,3.0
Katara,"Oh, you better remember me like your life depends on it! Why don't you take a closer look? ",16.0,3.0
Yon Rha," Yes, yes, I remember you now.  You're that little Water Tribe girl.",16.0,3.0
Kya,Just let her go and  I'll give you the information you want.,16.0,3.0
Yon Rha,You heard your mother. Get out of here!,16.0,3.0
Young Katara," Mom, I'm scared.",16.0,3.0
Kya,"Go find your dad, sweetie. I'll handle this.",16.0,3.0
Yon Rha,"Now tell me, who is it? Who's the waterbender?",16.0,3.0
Kya,There are no waterbenders here. The Fire Nation took them all away a long time ago.,16.0,3.0
Yon Rha,You're lying. My source says there's one waterbender left in the Southern Water Tribe. We're not leaving until we find the waterbender!,16.0,3.0
Kya,"If I tell you, do you promise  to leave the rest of the village alone?  It's me.  Take me as your prisoner.",16.0,3.0
Yon Rha, I'm afraid I'm not taking prisoners today ...,16.0,3.0
Katara,She lied to you!  She was protecting the last waterbender!,16.0,3.0
Yon Rha, What? Who?,16.0,3.0
Katara, Me!,16.0,3.0
Yon Rha," I did a bad thing! I know I did and you deserve revenge, so why don't you take  my  mother? That would be fair! ",16.0,3.0
Katara," I always wondered what kind of person could do such a thing, but now that I see you, I think I understand. There's just nothing inside you, nothing at all. You're pathetic and sad and empty.",16.0,3.0
Yon Rha," Please, spare me! ",16.0,3.0
Katara,But as much as I hate you ... I just can't do it.,16.0,3.0
Aang,Katara? Are you okay?,16.0,3.0
Katara,I'm doing fine.,16.0,3.0
Aang,"Zuko told me what you did. Or what you didn't do, I guess. I'm proud of you.",16.0,3.0
Katara,"I wanted to do it. I wanted to take out all my anger at him, but I couldn't. I don't know if it's because I'm too weak to do it or because I'm strong enough not to.",16.0,3.0
Aang,You did the right thing. Forgiveness is the first step you have to take to begin healing.,16.0,3.0
Katara, But I didn't forgive him. I'll never forgive him.  But I am ready to forgive you.,16.0,3.0
Zuko,You were right about what Katara needed. Violence wasn't the answer.,16.0,3.0
Aang,It never is.,16.0,3.0
Zuko,Then I have a question for you.  What are you gonna do when you face my father?,16.0,3.0
Katara,Doesn't it seem kind of weird that we're hiding from the Fire Lord in his own house?,17.0,3.0
Zuko,"I told you,  my father hasn't come here since our family was actually happy. And that was a long time ago. It's the last place anyone would think to look for us.",17.0,3.0
Sokka,You guys are not gonna believe this! There's a play about us.,17.0,3.0
Suki, We were just in town and we found this poster! ,17.0,3.0
Katara,What? How is that possible?,17.0,3.0
Sokka,"Listen to this ...  ""  The Boy in the Iceberg  is a new production from acclaimed playwright Pu-on Tim,  who scoured the globe gathering information on the Avatar, from the icy South Pole to the heart of Ba Sing Se.  His sources include singing nomads, pirates, prisoners of war, and a surprisingly knowledgeable merchant of cabbage.""",17.0,3.0
Suki,"""Brought to you by the critically acclaimed Ember Island Players.""",17.0,3.0
Zuko, Ugh! My mother used to take us to see them. They butchered  Love Amongst the Dragons  every year!,17.0,3.0
Katara,"Sokka, do you really think it's a good idea for us to attend a play about ourselves?",17.0,3.0
Sokka," Come on, a day at the theater? This is the kind of wacky time-wasting nonsense I've been missing! ",17.0,3.0
Aang," Hey, uh ... I wanted to sit there.",17.0,3.0
Zuko, Just sit next to me. What's the big deal?,17.0,3.0
Aang,"I was just, I wanted to ... okay. ",17.0,3.0
Toph,Why are we sitting in the nosebleed section? My feet can't see a thing from up here!,17.0,3.0
Katara,"Don't worry, I'll tell your feet what's happening.",17.0,3.0
Actress Katara," Sokka, my only brother! We constantly roam these icy South Pole seas, and yet never do we find anything fulfilling!",17.0,3.0
Actor Sokka, All I want is a full feeling in my stomach! I'm starving!,17.0,3.0
Actress Katara,Is food the only thing on your mind?,17.0,3.0
Actor Sokka," Well, I'm trying to get it out of my mind and into my mouth! I'm starving! ",17.0,3.0
Sokka, This is pathetic! My jokes are way funnier than this! ,17.0,3.0
Toph, I think he's got you pegged!,17.0,3.0
Actress Katara," Every day, the world awaits a beacon to guide us, yet none appears!  Still, we cannot give up hope! For hope,  is all we have! And we must never relinquish it, even ...  even to our dying breath! ",17.0,3.0
Katara," Well, that's just silly. I don't sound like that.",17.0,3.0
Toph, Oh man! This writer's a genius!,17.0,3.0
Actress Katara,"It appears to be someone frozen in ice, perhaps for a hundred years.",17.0,3.0
Actor Sokka, But who? Who is the boy in the iceberg?,17.0,3.0
Actress Katara,Waterbend! Hi-yah!,17.0,3.0
Actress Katara,"Who are you, frozen boy?",17.0,3.0
Actress Aang," I'm the Avatar, silly, here to spread joy and fun! ",17.0,3.0
Aang,"Wait, is that a woman playing me?",17.0,3.0
Actress Katara," An airbender!  My heart is so full of hope,  that it's making me tearbend! ",17.0,3.0
Actor Sokka,"My stomach is so empty, that it's making  me  tearbend!  I need meat! ",17.0,3.0
Actress Aang, But wait! Is that a platter of meaty dumplings? ,17.0,3.0
Actor Sokka," Ooh, where, where?",17.0,3.0
Actress Aang, Did I mention that I'm an incurable prankster? ,17.0,3.0
Aang, I don't do that! That's not what I'm like! And I'm  not  a woman! ,17.0,3.0
Toph," Oh, they nailed you, Twinkle Toes! ",17.0,3.0
Actor Iroh," Prince Zuko, you  must  try this cake! ",17.0,3.0
Actor Zuko, I don't have time to stuff my face!  I must capture the Avatar to regain my honor! ,17.0,3.0
Actor Iroh," Well, while you do that,  maybe I'll capture another slice. ",17.0,3.0
Actor Zuko, You sicken me!,17.0,3.0
Zuko, They make me look totally stiff and humorless.,17.0,3.0
Katara," Actually, I think that actor's pretty spot on.",17.0,3.0
Zuko, How could you say that?,17.0,3.0
Actor Iroh, Let's forget about the Avatar and get massages!,17.0,3.0
Actor Zuko, How could you say that?!,17.0,3.0
Actress Aang,"Hey look, I think I found something!  It's a flying rabbit-monkey! I think I'll name him, Momo!  Hi everybody, I love you! ",17.0,3.0
Aang,Ugh.,17.0,3.0
Actor Sokka, Does this dress make my butt look fat?,17.0,3.0
Actor Bumi,"Riddles and challenges you must face,  if you are ever to leave this place! ",17.0,3.0
Actress Katara, Ugh! Oh!,17.0,3.0
Actor Sokka,Why did you have to steal that waterbending scroll?,17.0,3.0
Actress Katara, It just gave me so much hope! ,17.0,3.0
Actor Zuko,"The Avatar is mine!  Wait, who's coming?",17.0,3.0
Blue Spirit," I'm the Blue Spirit, the scourge of the Fire Nation, here to save the Avatar!",17.0,3.0
Actress Aang,My hero! ,17.0,3.0
Actor Jet,"Don't cry, baby! Jet will wipe out that nasty town for you!",17.0,3.0
Actress Katara,"Oh Jet, you're  so  bad.",17.0,3.0
Actress Aang, Look! It's the Great Divide! The biggest canyon in the Earth Kingdom!,17.0,3.0
Actor Sokka,"Eh, let's keep flying.",17.0,3.0
Actor Sokka,"Don't go, Yue! You're the only woman who has taken my mind off of food!  Wait, did you have pickled fish for dinner?",17.0,3.0
Actress Yue,"Goodbye, Sokka! I have important moon duties to take care of!  And yes, I did have pickled fish!",17.0,3.0
Suki, You never told me you made out with a Moon Spirit.,17.0,3.0
Sokka, Shhh!  I'm trying to watch! ,17.0,3.0
Actress Aang, The Avatar is back to save the day! Yay! ,17.0,3.0
Aang,Ugh!,17.0,3.0
Zuko," So far, this intermission is the best part of the play.",17.0,3.0
Sokka," Apparently, the playwright thinks I'm an idiot who tells bad jokes about meat all the time!",17.0,3.0
Suki," Yeah, you tell bad jokes about plenty of other topics.",17.0,3.0
Sokka, I know!,17.0,3.0
Aang, At least the Sokka actor kind of looks like you.  That woman playing the Avatar doesn't resemble me at all!,17.0,3.0
Toph,"I don't know, you are more in touch with your feminine side than most guys.",17.0,3.0
Aang, Argh!,17.0,3.0
Katara,"Relax, Aang. They're not accurate portrayals. It's not like I'm a preachy crybaby who can't resist giving overemotional speeches about hope all the time.  What?",17.0,3.0
Aang," Yeah, that's not you at all.",17.0,3.0
Toph,"Listen friends, it's obvious that the playwright did his research. I know it must hurt, but what you're seeing up there on that stage is the truth.",17.0,3.0
Actress Katara,"Well, here we are in the Earth Kingdom!",17.0,3.0
Actress Aang, I'd better have a look around to see if I can find an earthbending teacher! ,17.0,3.0
Toph,"This is it, this must be where I come in!",17.0,3.0
Actress Aang,"I flew all over town, but I couldn't find a single earthbending master!",17.0,3.0
Toph,  Here it comes ...,17.0,3.0
Actor Toph," You can't find an earthbending master in the sky, you have to look underground! ",17.0,3.0
Actress Aang,Who are you?,17.0,3.0
Actor Toph," My name's Toph,  because it sounds like tough, and that's just what I am! ",17.0,3.0
Toph,"Wait a minute,    I sound like a guy. A really buff guy.",17.0,3.0
Katara,"Well Toph, what you hear up there is the truth. It hurts, doesn't it?",17.0,3.0
Toph,Are you kidding me? I wouldn't have cast it any other way!  At least it's not a flying bald lady! ,17.0,3.0
Actress Aang,"So, you're blind? ",17.0,3.0
Actor Toph," I can see you doing that. I see everything that you see, except I don't ""see"" like you do. I release a sonic wave from my mouth.  There. I got a pretty good look at you. ",17.0,3.0
Actor Iroh,"Zuko, it's time we had a talk ...  about your hair, it's gone too far!",17.0,3.0
Actor Zuko,Maybe it's best if we ... split ... up! ,17.0,3.0
Actor Zuko,"Azula, my sister, what are you doing here?",17.0,3.0
Actress Azula,"You caught me. Wait, what's that?  I think it's your honor!",17.0,3.0
Actor Zuko,Where? ,17.0,3.0
Actress Katara," She escaped, but  how  ?",17.0,3.0
Actress Aang,"If she continues drilling, this wall will come down for sure!",17.0,3.0
Actress Azula," Haha, yes! Continue drilling! The city of Ba Sing Se can hide no longer!",17.0,3.0
Actress Aang,"No, Jet! What did they do to you?",17.0,3.0
Actor Jet,Must ... serve ... Earth King!  Must ... destroy!,17.0,3.0
Zuko,Did Jet just ... die?,17.0,3.0
Sokka,"You know, it was really unclear.",17.0,3.0
Actress Katara,"I have to admit Prince Zuko, I  really  find you attractive!",17.0,3.0
Actor Zuko, You don't have to make fun of me.,17.0,3.0
Actress Katara,But I mean it!  I've had eyes for you since the day you first captured me! ,17.0,3.0
Actor Zuko," Wait, I thought you were the Avatar's girl! ",17.0,3.0
Actress Katara," The Avatar?  Why, he's like a little brother to me!  I certainly don't think of him in a romantic way.  Besides, how could he ever find out about ... this? ",17.0,3.0
Sokka," Oh, you're getting up?  Can you get me some fire flakes?  Ooh, and fire gummies! ",17.0,3.0
Actress Azula,"Well, my brother, what's it going to be? Your nation, or a life of treachery?",17.0,3.0
Actor Iroh," Choose treachery, it's more fun! ",17.0,3.0
Actress Azula,No way!,17.0,3.0
Actor Zuko," I hate you, Uncle! You smell, and I hate you for all time!",17.0,3.0
Katara," You didn't really say that, did you?",17.0,3.0
Zuko,I might as well have.,17.0,3.0
Actress Aang,"Avatar State, yip yip!",17.0,3.0
Actress Azula,Not if my lightning can help it!,17.0,3.0
Actress Azula,The Avatar is no more!,17.0,3.0
Suki,"It seems like every time there's a big battle, you guys barely make it out alive. I mean, you guys lose a lot!",17.0,3.0
Sokka,"You're one to talk, Suki. Didn't Azula take you captive? That's right, she did!",17.0,3.0
Suki, Are you trying to get on my bad side?,17.0,3.0
Sokka,I'm just saying ...,17.0,3.0
Katara,Does anyone know where Aang is?,17.0,3.0
Sokka,"He left to get me fire gummies, like, ten minutes ago. And I'm still waiting!",17.0,3.0
Katara,I'm gonna check outside.,17.0,3.0
Katara,Are you all right?,17.0,3.0
Aang," No, I'm not! I hate this play! ",17.0,3.0
Katara,"I know it's upsetting, but it sounds like you're overreacting.",17.0,3.0
Aang,"Overreacting? If I hadn't blocked my chakra, I'd probably be in the Avatar State right now!",17.0,3.0
Sokka,"Suki, what are the chances you can get me backstage? I got some jokes I want to give to the actor me.",17.0,3.0
Suki, I'm an elite warrior who's trained for many years in the art of stealth.  I think I could get you backstage! ,17.0,3.0
Toph," Geez, everyone's getting so upset about their characters. Even you seem more down than usual, and that's saying something!",17.0,3.0
Zuko,"You don't get it, it's different for you. You get a muscly version of yourself, taking down ten bad guys at once, and making sassy remarks.",17.0,3.0
Toph,"Yeah, that's pretty great!",17.0,3.0
Zuko,"But for me, it takes all the mistakes I've made in my life, and shoves them back in my face. My uncle, he's always been on my side, even when things were bad. He was there for me, he taught me so much, and how do I repay him? With a knife in his back. It's my greatest regret, and I may never get to redeem myself.",17.0,3.0
Toph," You have redeemed yourself to your uncle. You don't realize it, but you already have.",17.0,3.0
Zuko,How do you know?,17.0,3.0
Toph,"Because I once had a long conversation with the guy, and all he would talk about was you.",17.0,3.0
Zuko,Really?,17.0,3.0
Toph,"Yeah, and it was kind of annoying.",17.0,3.0
Zuko,"Oh, sorry.",17.0,3.0
Toph,"But it was also very sweet. All your uncle wanted was for you to find your own path, and see the light. Now you're here with us. He'd be proud. ",17.0,3.0
Zuko,Ow! What was that for?,17.0,3.0
Toph,That's how I show affection.,17.0,3.0
Young boy,"Your Zuko costume's pretty good, but your scar's on the wrong side. ",17.0,3.0
Zuko,The scar's not on the wrong side! ,17.0,3.0
Suki,He's coming this way!,17.0,3.0
Actor Sokka,Can I help you?,17.0,3.0
Sokka,"Actually, I think I can help you. I'm a big Sokka fan, but I don't think you're representing him quite as well as you could be.",17.0,3.0
Actor Sokka," Aww no, another fan with ideas.",17.0,3.0
Sokka, Just hear me out.  Here's something I think the real Sokka would say.  What does the cabbage merchant use to fix his cabbages? A cabbage patch!,17.0,3.0
Actor Sokka," That's actually pretty good! Let me see those!  ""A rocky relationship"" ... not bad!",17.0,3.0
Sokka," Also, don't be afraid to make up some phrases, especially before an attack. Something like ... ""Flying kick-a-pow!"". ",17.0,3.0
